suite,case,step,rank_in_query,node_id,operator,act_rows,act_time,act_time_sec,peak,indent,result_path
tpc-ds,q58,1,4,27,"HASH JOIN (BROADCAST, INNER, eq: [cs_item_sk = i_item_sk])",1488368,97.4ms,0.0974,20.3MB,6,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q58.result
tpc-ds,q58,1,5,4,"HASH JOIN (BROADCAST, INNER, eq: [ws_item_sk = i_item_sk])",773195,46.3ms,0.0463,19.4MB,6,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q58.result
tpc-ds,q59,1,1,4,"HASH JOIN (BROADCAST, INNER, eq: [ss_sold_date_sk = d_date_sk])",2969458,101.0ms,0.101,50.9MB,2,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q59.result
tpc-ds,q59,1,2,5,"HASH AGGREGATE (LOCAL, group by: [d_week_seq, ss_store_sk])",2752566,69.6ms,0.0696,16.6MB,0,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q59.result
tpc-ds,q59,1,3,95,"LOCAL TOP-N (limit=100, offset=0) [s_store_name1 ASC NULLS FIRST, s_store_id1 ASC NULLS FIRST, d_week_seq1 ASC NULLS FIRST]",15388,6.1ms,0.0061,1.3MB,0,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q59.result
tpc-ds,q59,1,4,1,SCAN tpcds.store_sales,2750311,4.4ms,0.0044,0B,4,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q59.result
tpc-ds,q59,1,5,94,"HASH JOIN (BROADCAST, INNER, eq: [s_store_id1 = s_store_id2, d_week_seq1 = d_week_seq2 - 52])",21858,3.9ms,0.0039,1.4MB,2,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q59.result
tpc-ds,q6,1,1,5,"HASH JOIN (BROADCAST, INNER, eq: [s.ss_item_sk = i.i_item_sk])",2739453,168.7ms,0.1687,18.2MB,4,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q6.result
tpc-ds,q6,1,2,21,"HASH JOIN (BROADCAST, INNER, eq: [c.c_current_addr_sk = a.ca_address_sk])",179100,142.8ms,0.1428,29.6MB,10,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q6.result
tpc-ds,q6,1,3,8,"HASH JOIN (BROADCAST, INNER, eq: [s.ss_sold_date_sk = d.d_date_sk])",2904600,115.3ms,0.1153,45.8MB,2,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q6.result
tpc-ds,q6,1,4,22,"PROJECT [ca_state, i.i_current_price AS i_current_price, i.i_category AS i_category]",29100,32.2ms,0.0322,57.4KB,8,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q6.result
tpc-ds,q6,1,5,16,"HASH JOIN (BROADCAST, INNER, eq: [d.d_month_seq = d_month_seq])",29103,11.4ms,0.0114,9.0MB,0,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q6.result
tpc-ds,q60,1,1,15,"HASH JOIN (BROADCAST, LEFT SEMI, eq: [i_item_id = item.i_item_id])",9880,58.5ms,0.0585,589.9KB,2,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q60.result
tpc-ds,q60,1,2,47,"HASH JOIN (BROADCAST, INNER, eq: [ws_sold_date_sk = d_date_sk])",15715,37.7ms,0.0377,8.2MB,2,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q60.result
tpc-ds,q60,1,3,54,"HASH JOIN (PARTITIONED, INNER, eq: [ws_item_sk = i_item_sk])",29858,32.4ms,0.0324,5.0MB,4,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q60.result
tpc-ds,q60,1,4,7,"HASH JOIN (BROADCAST, INNER, eq: [ss_addr_sk = ca_address_sk])",76893,30.6ms,0.0306,16.4MB,0,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q60.result
tpc-ds,q60,1,5,32,"HASH JOIN (PARTITIONED, INNER, eq: [cs_item_sk = i_item_sk])",41048,30.3ms,0.0303,5.3MB,4,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q60.result
tpc-ds,q61,1,1,28,"HASH JOIN (BROADCAST, INNER, eq: [c_current_addr_sk = ca_address_sk])",91531,184.8ms,0.1848,18.6MB,0,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q61.result
tpc-ds,q61,1,2,8,"HASH JOIN (BROADCAST, INNER, eq: [ss_item_sk = i_item_sk])",12123,94.6ms,0.0946,3.7MB,2,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q61.result
tpc-ds,q61,1,3,13,"HASH JOIN (BROADCAST, INNER, eq: [c_customer_sk = ss_customer_sk])",17484,49.9ms,0.0499,12.2MB,6,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q61.result
tpc-ds,q61,1,4,39,"HASH JOIN (BROADCAST, INNER, eq: [ss_store_sk = s_store_sk])",8343,47.2ms,0.0472,2.4MB,0,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q61.result
tpc-ds,q61,1,5,41,"HASH JOIN (PARTITIONED, INNER, eq: [c_customer_sk = ss_customer_sk])",48121,46.8ms,0.0468,6.3MB,2,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q61.result
tpc-ds,q62,1,1,15,"HASH AGGREGATE (LOCAL, group by: [substring(w_warehouse_name, 1, 20), sm_type, web_name])",143549,6.5ms,0.0065,4.6MB,0,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q62.result
tpc-ds,q62,1,2,4,"HASH JOIN (BROADCAST, INNER, eq: [ws_ship_date_sk = d_date_sk])",144197,5.7ms,0.0057,8.2MB,10,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q62.result
tpc-ds,q62,1,3,14,"PROJECT [ws_sold_date_sk, ws_ship_date_sk, ws_web_site_sk, ws_ship_mode_sk, ws_warehouse_sk, w_warehouse_sk, w_warehouse_name, sm_ship_mode_sk, sm_type, web_site_sk, web_name, d_date_sk, d_month_seq, ws_ship_date_sk - ws_sold_date_sk AS __cse_0]",143099,3.8ms,0.0038,12.9MB,2,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q62.result
tpc-ds,q62,1,4,13,"HASH JOIN (BROADCAST, INNER, eq: [ws_warehouse_sk = w_warehouse_sk])",143114,3.6ms,0.0036,10.2MB,4,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q62.result
tpc-ds,q62,1,5,10,"HASH JOIN (BROADCAST, INNER, eq: [ws_web_site_sk = web_site_sk])",143189,2.1ms,0.0021,7.7MB,6,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q62.result
tpc-ds,q63,1,1,11,"HASH AGGREGATE (LOCAL, group by: [tmp1.i_manager_id, d_moy])",21148,55.7ms,0.0557,2.0MB,0,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q63.result
tpc-ds,q63,1,2,4,"HASH JOIN (BROADCAST, INNER, eq: [ss_item_sk = i_item_sk])",114819,42.7ms,0.0427,18.2MB,6,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q63.result
tpc-ds,q63,1,3,1,SCAN tpcds.store_sales,2685687,15.8ms,0.0158,0B,8,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q63.result
tpc-ds,q63,1,4,7,"HASH JOIN (BROADCAST, INNER, eq: [ss_sold_date_sk = d_date_sk])",20382,10.3ms,0.0103,1.4MB,4,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q63.result
tpc-ds,q63,1,5,10,"HASH JOIN (BROADCAST, INNER, eq: [ss_store_sk = s_store_sk])",19320,5.4ms,0.0054,577.8KB,2,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q63.result
tpc-ds,q64,1,1,24,"HASH JOIN (BROADCAST, INNER, eq: [c_first_shipto_date_sk = d3.d_date_sk])",312601,2.0s,2,53.1MB,0,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q64.result
tpc-ds,q64,1,2,26,"HASH JOIN (BROADCAST, INNER, eq: [ss_customer_sk = c_customer_sk])",701577,909.8ms,0.9098,1.4GB,12,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q64.result
tpc-ds,q64,1,3,21,"HASH JOIN (BROADCAST, INNER, eq: [c_first_sales_date_sk = d2.d_date_sk])",312601,410.1ms,0.4101,42.2MB,2,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q64.result
tpc-ds,q64,1,4,39,"HASH JOIN (BROADCAST, INNER, eq: [cs_item_sk = cr_item_sk, cs_order_number = cr_order_number])",576268,338.1ms,0.3381,112.5MB,2,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q64.result
tpc-ds,q64,1,5,18,"HASH JOIN (BROADCAST, INNER, eq: [c_current_addr_sk = ad2.ca_address_sk])",243454,318.2ms,0.3182,36.5MB,4,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q64.result
tpc-ds,q65,1,1,26,"HASH AGGREGATE (LOCAL, group by: [ss_store_sk, ss_item_sk])",693808,83.4ms,0.0834,24.0MB,0,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q65.result
tpc-ds,q65,1,2,25,"HASH JOIN (BROADCAST, INNER, eq: [ss_sold_date_sk = d_date_sk])",538811,42.1ms,0.0421,6.4MB,2,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q65.result
tpc-ds,q65,1,3,32,"HASH JOIN (BROADCAST, INNER, eq: [sb.ss_store_sk = sc.ss_store_sk, s_store_sk = sc.ss_store_sk, i_item_sk = sc.ss_item_sk])",54111,41.9ms,0.0419,10.5MB,4,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q65.result
tpc-ds,q65,1,4,9,"HASH JOIN (BROADCAST, INNER, eq: [ss_sold_date_sk = d_date_sk])",538811,40.4ms,0.0404,6.4MB,2,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q65.result
tpc-ds,q65,1,5,10,"HASH AGGREGATE (LOCAL, group by: [ss_store_sk, ss_item_sk])",693808,26.8ms,0.0268,22.7MB,0,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q65.result
tpc-ds,q66,1,1,32,"PROJECT [cs_sold_date_sk, cs_sold_time_sk, cs_ship_mode_sk, cs_warehouse_sk, cs_quantity, cs_sales_price, cs_net_paid_inc_tax, w_warehouse_sk, w_warehouse_name, w_warehouse_sq_ft, w_city, w_county, w_state, w_country, d_date_sk, year AS d_year, d_moy, t_time_sk, t_time, sm_ship_mode_sk, sm_carrier, CAST(0 AS Decimal128(26, 2)) AS __cse_0, d_moy = 1 AS __cse_1, cs_sales_price * cs_quantity AS __cse_2, d_moy = 2 AS __cse_3, d_moy = 3 AS __cse_4, d_moy = 4 AS __cse_5, d_moy = 5 AS __cse_6, d_moy = 6 AS __cse_7, d_moy = 7 AS __cse_8, d_moy = 8 AS __cse_9, d_moy = 9 AS __cse_10, d_moy = 10 AS __cse_11, d_moy = 11 AS __cse_12, d_moy = 12 AS __cse_13, cs_net_paid_inc_tax * cs_quantity AS __cse_14]",10804,85.6ms,0.0856,146.5KB,2,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q66.result
tpc-ds,q66,1,2,14,"PROJECT [ws_sold_date_sk, ws_sold_time_sk, ws_ship_mode_sk, ws_warehouse_sk, ws_quantity, ws_ext_sales_price, ws_net_paid, w_warehouse_sk, w_warehouse_name, w_warehouse_sq_ft, w_city, w_county, w_state, w_country, d_date_sk, year AS d_year, d_moy, t_time_sk, t_time, sm_ship_mode_sk, sm_carrier, CAST(0 AS Decimal128(26, 2)) AS __cse_0, d_moy = 1 AS __cse_1, ws_ext_sales_price * ws_quantity AS __cse_2, d_moy = 2 AS __cse_3, d_moy = 3 AS __cse_4, d_moy = 4 AS __cse_5, d_moy = 5 AS __cse_6, d_moy = 6 AS __cse_7, d_moy = 7 AS __cse_8, d_moy = 8 AS __cse_9, d_moy = 9 AS __cse_10, d_moy = 10 AS __cse_11, d_moy = 11 AS __cse_12, d_moy = 12 AS __cse_13, ws_net_paid * ws_quantity AS __cse_14]",5515,75.7ms,0.0757,134.7KB,2,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q66.result
tpc-ds,q66,1,3,31,"HASH JOIN (BROADCAST, INNER, eq: [cs_warehouse_sk = w_warehouse_sk])",10819,13.6ms,0.0136,123.5KB,4,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q66.result
tpc-ds,q66,1,4,25,"HASH JOIN (BROADCAST, INNER, eq: [cs_sold_date_sk = d_date_sk])",29705,13.4ms,0.0134,1.4MB,8,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q66.result
tpc-ds,q66,1,5,10,"HASH JOIN (BROADCAST, INNER, eq: [ws_sold_time_sk = t_time_sk])",91918,11.5ms,0.0115,18.6MB,6,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q66.result
tpc-ds,q67,1,1,13,"HASH AGGREGATE (LOCAL, group by: [dw2.i_category, dw2.i_class, dw2.i_brand, dw2.i_product_name, dw2.d_year, dw2.d_qoy, dw2.d_moy, dw2.s_store_id, __grouping_fn_0])",5614288,364.3ms,0.3643,297.9MB,0,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q67.result
tpc-ds,q67,1,2,19,"SORT BY [i_category ASC NULLS FIRST, sumsales DESC NULLS LAST] partition_limit=100 topn_type=RANK",506142,125.2ms,0.1252,58.5MB,6,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q67.result
tpc-ds,q67,1,3,11,"PROJECT [i_category, i_class, i_brand, i_product_name, d_year, d_qoy, d_moy, s_store_id, ss_sales_price, ss_quantity, i_category AS __repeat_group_key_0, i_class AS __repeat_group_key_1, i_brand AS __repeat_group_key_2, i_product_name AS __repeat_group_key_3, d_year AS __repeat_group_key_4, d_qoy AS __repeat_group_key_5, d_moy AS __repeat_group_key_6, s_store_id AS __repeat_group_key_7]",540754,85.4ms,0.0854,7.0MB,4,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q67.result
tpc-ds,q67,1,4,15,"HASH AGGREGATE (GLOBAL, group by: [dw2.i_category, dw2.i_class, dw2.i_brand, dw2.i_product_name, dw2.d_year, dw2.d_qoy, dw2.d_moy, dw2.s_store_id, __grouping_fn_0])",1252539,36.6ms,0.0366,123.0MB,4,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q67.result
tpc-ds,q67,1,5,10,"HASH JOIN (BROADCAST, INNER, eq: [ss_item_sk = i_item_sk])",594754,34.4ms,0.0344,30.7MB,6,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q67.result
tpc-ds,q68,1,1,18,"HASH AGGREGATE (LOCAL, group by: [ss_ticket_number, ss_customer_sk, store_sales.ss_addr_sk, bought_city])",27421,81.2ms,0.0812,2.5MB,0,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q68.result
tpc-ds,q68,1,2,14,"HASH JOIN (PARTITIONED, INNER, eq: [store_sales.ss_addr_sk = customer_address.ca_address_sk])",100270,61.1ms,0.0611,14.3MB,4,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q68.result
tpc-ds,q68,1,3,10,"HASH JOIN (BROADCAST, INNER, eq: [store_sales.ss_hdemo_sk = household_demographics.hd_demo_sk])",30535,55.9ms,0.0559,15.6MB,0,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q68.result
tpc-ds,q68,1,4,28,"LOCAL TOP-N (limit=100, offset=0) [c_last_name ASC NULLS FIRST, ss_ticket_number ASC NULLS FIRST]",2437,54.9ms,0.0549,98.2KB,0,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q68.result
tpc-ds,q68,1,5,27,"PROJECT [c_last_name, c_first_name, ca_city, bought_city, ss_ticket_number, extended_price, extended_tax, list_price]",2137,44.0ms,0.044,10.0KB,2,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q68.result
tpc-ds,q69,1,1,28,"HASH JOIN (BROADCAST, LEFT ANTI, eq: [c.c_customer_sk = catalog_sales.cs_ship_customer_sk])",124713,151.4ms,0.1514,2.8MB,2,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q69.result
tpc-ds,q69,1,2,15,SCAN tpcds.web_sales,719195,36.1ms,0.0361,0B,4,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q69.result
tpc-ds,q69,1,3,11,"HASH JOIN (BROADCAST, INNER, eq: [store_sales.ss_sold_date_sk = date_dim.d_date_sk])",77758,35.3ms,0.0353,7.3MB,2,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q69.result
tpc-ds,q69,1,4,25,"HASH JOIN (BROADCAST, INNER, eq: [catalog_sales.cs_sold_date_sk = date_dim.d_date_sk])",41651,19.0ms,0.019,7.6MB,2,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q69.result
tpc-ds,q69,1,5,8,SCAN tpcds.store_sales,2685453,18.6ms,0.0186,0B,4,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q69.result
tpc-ds,q7,1,1,13,"HASH JOIN (BROADCAST, INNER, eq: [ss_item_sk = i_item_sk])",61747,94.4ms,0.0944,12.5MB,2,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q7.result
tpc-ds,q7,1,2,4,"HASH JOIN (BROADCAST, INNER, eq: [ss_cdemo_sk = cd_demo_sk])",120323,38.8ms,0.0388,25.5MB,8,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q7.result
tpc-ds,q7,1,3,14,"HASH AGGREGATE (LOCAL, group by: [i_item_id])",14376,32.0ms,0.032,2.7MB,0,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q7.result
tpc-ds,q7,1,4,1,SCAN tpcds.store_sales,2653108,10.2ms,0.0102,0B,10,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q7.result
tpc-ds,q7,1,5,2,SCAN tpcds.customer_demographics,27440,10.0ms,0.01,3.1MB,0,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q7.result
tpc-ds,q70,1,1,11,"HASH JOIN (BROADCAST, INNER, eq: [ss_store_sk = s_store_sk])",2685723,399.1ms,0.3991,17.8MB,4,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q70.result
tpc-ds,q70,1,2,15,"HASH AGGREGATE (LOCAL, group by: [tmp1.s_state])",540757,129.9ms,0.1299,62.5MB,0,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q70.result
tpc-ds,q70,1,3,14,"HASH JOIN (BROADCAST, INNER, eq: [ss_sold_date_sk = d_date_sk])",541852,122.3ms,0.1223,40.5MB,2,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q70.result
tpc-ds,q70,1,4,8,SCAN tpcds.store_sales,2685687,58.9ms,0.0589,0B,6,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q70.result
tpc-ds,q70,1,5,4,"HASH JOIN (BROADCAST, INNER, eq: [ss_sold_date_sk = d1.d_date_sk])",541852,51.1ms,0.0511,6.3MB,10,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q70.result
tpc-ds,q71,1,1,16,"HASH JOIN (BROADCAST, INNER, eq: [sold_date_sk = d_date_sk])",85154,45.1ms,0.0451,10.0MB,74,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q71.result
tpc-ds,q71,1,2,18,UNION ALL,309038,22.0ms,0.022,1.3MB,70,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q71.result
tpc-ds,q71,1,3,10,"HASH JOIN (BROADCAST, INNER, eq: [sold_date_sk = d_date_sk])",8974,7.7ms,0.0077,8.2MB,76,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q71.result
tpc-ds,q71,1,4,5,"HASH JOIN (BROADCAST, INNER, eq: [sold_date_sk = d_date_sk])",9873,7.0ms,0.007,9.1MB,76,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q71.result
tpc-ds,q71,1,5,55,"HASH JOIN (BROADCAST, INNER, eq: [sold_item_sk = i_item_sk])",3665,6.0ms,0.006,2.0MB,0,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q71.result
tpc-ds,q72,1,1,19,"HASH JOIN (BROADCAST, INNER, eq: [cs_bill_cdemo_sk = cd_demo_sk])",1154560,687.9ms,0.6879,215.2MB,6,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q72.result
tpc-ds,q72,1,2,16,"HASH JOIN (BROADCAST, INNER, eq: [cs_ship_date_sk = d3.d_date_sk])",229629,189.6ms,0.1896,43.0MB,8,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q72.result
tpc-ds,q72,1,3,13,"HASH JOIN (BROADCAST, INNER, eq: [inv_item_sk = cs_item_sk, d1.d_date_sk = cs_sold_date_sk])",723902,171.7ms,0.1717,289.3MB,10,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q72.result
tpc-ds,q72,1,4,7,"HASH JOIN (BROADCAST, INNER, eq: [inv_date_sk = d2.d_date_sk])",16432665,100.2ms,0.1002,9.0MB,12,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q72.result
tpc-ds,q72,1,5,11,"HASH JOIN (BROADCAST, INNER, eq: [cs_bill_hdemo_sk = hd_demo_sk])",241254,62.4ms,0.0624,58.8MB,0,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q72.result
tpc-ds,q73,1,1,5,"HASH JOIN (BROADCAST, INNER, eq: [store_sales.ss_sold_date_sk = date_dim.d_date_sk])",105044,38.7ms,0.0387,5.2MB,6,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q73.result
tpc-ds,q73,1,2,2,SCAN tpcds.store_sales,2653156,23.6ms,0.0236,0B,8,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q73.result
tpc-ds,q73,1,3,12,"HASH AGGREGATE (LOCAL, group by: [ss_ticket_number, ss_customer_sk])",16878,19.9ms,0.0199,3.2MB,0,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q73.result
